order_id,lat,lon,weight_kg,weight,status,assigned_hub_id
54,10.7808687,106.695,6.25,5.0,pending,1
55,10.7772638,106.689095,6.72,5.0,pending,1
56,10.7796957,106.6815825,0.8,5.0,pending,1
57,10.7773229,106.6891344,3.19,5.0,pending,1
58,10.7795763,106.6830701,2.05,5.0,pending,1
59,10.7803917,106.6867226,1.09,5.0,pending,1
60,10.7867216,106.6864368,8.96,5.0,pending,1
61,10.7871569,106.6905637,11.14,5.0,pending,1
62,10.7804598,106.6864972,1.73,5.0,pending,1
63,10.785777,106.6882144,7.97,5.0,pending,1
64,10.7827278,106.6915615,6.14,5.0,pending,1
65,10.7813662,106.6844581,6.29,5.0,pending,1
66,10.7837787,106.6846871,3.25,5.0,pending,1
67,10.7783539,106.6897284,11.13,5.0,pending,1
68,10.7825216,106.689292,8.02,5.0,pending,1
69,10.7641457,106.6984777,5.98,5.0,pending,1
70,10.7621583,106.7008477,6.13,5.0,pending,1
71,10.7612308,106.7043956,11.65,5.0,pending,1
72,10.7581283,106.6993069,12.35,5.0,pending,1
73,10.7604318,106.7014235,7.05,5.0,pending,1
74,10.7587828,106.7034785,7.22,5.0,pending,1
75,10.7599276,106.7039532,8.54,5.0,pending,1
76,10.7624543,106.7002305,4.19,5.0,pending,1
77,10.7587416,106.7033825,10.1,5.0,pending,1
78,10.7611557,106.7029345,6.52,5.0,pending,1
79,10.7650033,106.7072085,6.25,5.0,pending,1
80,10.75516,106.7025239,11.11,5.0,pending,1
81,10.7596516,106.6992547,5.7,5.0,pending,1
82,10.7552774,106.695345,4.03,5.0,pending,1
83,10.7593816,106.7008049,3.73,5.0,pending,1
84,10.7609329,106.7012782,0.9,5.0,pending,1
85,10.7625915,106.7057406,8.37,5.0,pending,1
86,10.7579539,106.7004059,7.67,5.0,pending,1
87,10.7643129,106.6994341,6.0,5.0,pending,1
88,10.7655493,106.7086831,6.77,5.0,pending,1
89,10.759057,106.7024783,6.37,5.0,pending,1
90,10.7614193,106.6981781,11.56,5.0,pending,1
91,10.7666626,106.6953632,3.62,5.0,pending,1
92,10.7599725,106.7009815,6.33,5.0,pending,1
93,10.7664999,106.7023994,6.64,5.0,pending,1
94,10.7555206,106.7037957,10.41,5.0,pending,1
95,10.7611025,106.7062391,10.2,5.0,pending,1
96,10.7545482,106.7052675,7.19,5.0,pending,1
97,10.7635461,106.7000029,11.39,5.0,pending,1
98,10.7571339,106.7000129,10.48,5.0,pending,1
99,10.7635125,106.7046632,4.3,5.0,pending,1
100,10.7585438,106.7048934,11.5,5.0,pending,1
101,10.76418,106.7010771,1.68,5.0,pending,1
102,10.7638386,106.7007556,8.77,5.0,pending,1
103,10.7536291,106.6695159,9.92,5.0,pending,15
104,10.7562265,106.6617929,6.68,5.0,pending,15
105,10.750796,106.6606444,5.94,5.0,pending,15
106,10.7575496,106.6750641,12.08,5.0,pending,15
107,10.7608398,106.6621517,12.11,5.0,pending,15
108,10.7552113,106.6652624,10.61,5.0,pending,15
109,10.7495918,106.6677055,6.25,5.0,pending,15
110,10.7497954,106.6781796,1.27,5.0,pending,15
111,10.7490676,106.6660188,3.7,5.0,pending,15
112,10.7542751,106.6701821,6.48,5.0,pending,15
113,10.7550687,106.6651945,1.66,5.0,pending,15
114,10.7559235,106.6710504,9.47,5.0,pending,15
115,10.7577833,106.6692458,5.44,5.0,pending,15
116,10.7587649,106.6642049,5.89,5.0,pending,15
117,10.7601898,106.6733665,0.67,5.0,pending,15
118,10.7562592,106.6718246,0.5,5.0,pending,15
119,10.7588628,106.6733686,7.47,5.0,pending,15
120,10.7507864,106.6744005,11.69,5.0,pending,15
121,10.7558519,106.6746272,1.5,5.0,pending,15
122,10.7565771,106.6660369,10.03,5.0,pending,15
123,10.7506017,106.6716957,3.47,5.0,pending,15
124,10.7593353,106.6640127,7.95,5.0,pending,15
125,10.7536028,106.6742086,9.52,5.0,pending,15
126,10.7535206,106.6771139,11.98,5.0,pending,15
127,10.7576642,106.6748538,8.52,5.0,pending,15
128,10.752257,106.677292,8.12,5.0,pending,15
129,10.7580672,106.6715889,2.36,5.0,pending,15
130,10.7581925,106.6712829,4.26,5.0,pending,15
131,10.7606763,106.669801,7.5,5.0,pending,15
132,10.754182,106.6694843,9.73,5.0,pending,15
133,10.7561308,106.6705091,11.9,5.0,pending,15
134,10.7478189,106.6746416,6.4,5.0,pending,15
135,10.7514349,106.6682643,9.15,5.0,pending,15
136,10.7537789,106.673277,2.12,5.0,pending,15
137,10.7425711,106.6451499,3.18,5.0,pending,15
138,10.7588205,106.6549211,7.56,5.0,pending,15
139,10.7563898,106.6491831,12.0,5.0,pending,15
140,10.7546028,106.6494013,11.01,5.0,pending,15
141,10.7485508,106.6435779,6.56,5.0,pending,15
142,10.749836,106.6491588,1.51,5.0,pending,15
143,10.7421134,106.6466556,8.52,5.0,pending,15
144,10.7490585,106.6459657,11.72,5.0,pending,15
145,10.7528232,106.6489449,9.9,5.0,pending,15
146,10.7512234,106.6543937,11.48,5.0,pending,15
147,10.7514552,106.6451852,4.17,5.0,pending,15
148,10.7526004,106.6480248,5.44,5.0,pending,15
149,10.7441503,106.6493548,10.2,5.0,pending,15
150,10.7517803,106.6515695,6.74,5.0,pending,15
151,10.7442469,106.650192,2.86,5.0,pending,15
152,10.7537436,106.6476957,0.67,5.0,pending,15
153,10.7501653,106.6503776,1.77,5.0,pending,15
154,10.7507633,106.6541754,11.15,5.0,pending,15
155,10.7506452,106.6454802,1.12,5.0,pending,15
156,10.7463355,106.6509807,4.66,5.0,pending,15
157,10.7429121,106.650148,4.74,5.0,pending,15
158,10.7504583,106.6519328,9.73,5.0,pending,15
159,10.7486683,106.6503967,0.81,5.0,pending,15
160,10.7474646,106.6473003,6.62,5.0,pending,15
161,10.7535753,106.648063,4.43,5.0,pending,15
162,10.7513634,106.6541922,4.14,5.0,pending,15
163,10.7560832,106.6554049,4.41,5.0,pending,15
164,10.747889,106.6446072,1.96,5.0,pending,15
165,10.7490285,106.6484022,11.89,5.0,pending,15
166,10.7498492,106.6491341,7.36,5.0,pending,15
167,10.7496199,106.6434349,10.16,5.0,pending,15
168,10.7512871,106.6569302,2.35,5.0,pending,15
169,10.7565778,106.652292,6.74,5.0,pending,15
170,10.7526983,106.6472874,5.7,5.0,pending,15
171,10.7329071,106.7259371,4.54,5.0,pending,1
172,10.7367327,106.7214132,7.68,5.0,pending,1
173,10.7356481,106.717934,8.64,5.0,pending,1
174,10.7390026,106.7183806,1.33,5.0,pending,1
175,10.7300587,106.7140377,5.29,5.0,pending,1
176,10.7456755,106.7150683,2.85,5.0,pending,1
177,10.7411021,106.7146173,11.56,5.0,pending,1
178,10.729291,106.7111873,1.04,5.0,pending,1
179,10.727836,106.7062808,7.04,5.0,pending,1
180,10.733542,106.7114961,10.57,5.0,pending,1
181,10.728361,106.7112548,5.92,5.0,pending,1
182,10.7322249,106.7174918,9.56,5.0,pending,1
183,10.7376122,106.7157006,2.76,5.0,pending,1
184,10.7399788,106.7154213,9.03,5.0,pending,1
185,10.7362802,106.7102044,11.03,5.0,pending,1
186,10.7317107,106.7147536,2.05,5.0,pending,1
187,10.7331676,106.7236277,6.86,5.0,pending,1
188,10.7379005,106.7183911,9.92,5.0,pending,1
189,10.734344,106.7170065,6.7,5.0,pending,1
190,10.7424832,106.7118314,11.98,5.0,pending,1
191,10.741049,106.7079688,2.42,5.0,pending,1
192,10.7378654,106.7199835,10.63,5.0,pending,1
193,10.7398967,106.7196565,5.18,5.0,pending,1
194,10.7281349,106.7134667,5.6,5.0,pending,1
195,10.7429189,106.7202466,5.47,5.0,pending,1
196,10.7321506,106.7115762,1.44,5.0,pending,1
197,10.7373557,106.7145584,4.16,5.0,pending,1
198,10.7342042,106.7116119,4.63,5.0,pending,1
199,10.7364776,106.7191372,3.66,5.0,pending,1
200,10.7351282,106.7184907,6.47,5.0,pending,1
201,10.7351444,106.727,9.86,5.0,pending,1
202,10.7383099,106.7217849,5.49,5.0,pending,1
203,10.7271938,106.7119641,6.11,5.0,pending,1
204,10.7415097,106.6724365,4.41,5.0,pending,15
205,10.7351556,106.6738833,6.28,5.0,pending,15
206,10.7471962,106.6764914,1.94,5.0,pending,15
207,10.7437527,106.6782954,10.06,5.0,pending,15
208,10.7413874,106.6787628,10.06,5.0,pending,15
209,10.7423701,106.6772272,10.29,5.0,pending,15
210,10.7388664,106.6752638,10.67,5.0,pending,15
211,10.7433369,106.6726778,3.28,5.0,pending,15
212,10.7386119,106.6698564,11.94,5.0,pending,15
213,10.743365,106.6757644,11.04,5.0,pending,15
214,10.7449209,106.6768402,8.25,5.0,pending,15
215,10.7482742,106.6760472,5.4,5.0,pending,15
216,10.7447893,106.6761798,9.9,5.0,pending,15
217,10.7424915,106.6735691,10.69,5.0,pending,15
218,10.7440651,106.67527,8.54,5.0,pending,15
219,10.7387392,106.6755856,12.03,5.0,pending,15
220,10.7386038,106.6756464,4.72,5.0,pending,15
221,10.7455452,106.6773532,2.38,5.0,pending,15
222,10.7377369,106.6703166,7.24,5.0,pending,15
223,10.7342659,106.6738437,7.37,5.0,pending,15
224,10.7419156,106.6691374,6.96,5.0,pending,15
225,10.7399432,106.6693288,1.82,5.0,pending,15
226,10.7399119,106.6786885,9.09,5.0,pending,15
227,10.7424373,106.6801246,7.17,5.0,pending,15
228,10.7441891,106.6735317,7.32,5.0,pending,15
229,10.7470234,106.6778279,3.07,5.0,pending,15
230,10.7364725,106.6738703,4.04,5.0,pending,15
231,10.7396142,106.6742941,3.72,5.0,pending,15
232,10.7430033,106.6785953,7.17,5.0,pending,15
233,10.7428466,106.674056,1.72,5.0,pending,15
234,10.7448637,106.6740611,3.66,5.0,pending,15
235,10.7440252,106.674338,11.96,5.0,pending,15
236,10.7460453,106.6752737,2.56,5.0,pending,15
237,10.767792,106.6629471,8.71,5.0,pending,15
238,10.7705071,106.6660338,9.61,5.0,pending,15
239,10.7754303,106.670524,9.17,5.0,pending,15
240,10.7710513,106.6667578,2.73,5.0,pending,15
241,10.7724417,106.6640805,8.06,5.0,pending,15
242,10.7619634,106.662979,6.58,5.0,pending,15
243,10.770327,106.6764899,3.82,5.0,pending,15
244,10.7743317,106.6686241,10.55,5.0,pending,15
245,10.7688276,106.6668552,3.99,5.0,pending,15
246,10.7698315,106.6671782,4.28,5.0,pending,15
247,10.7755739,106.6613339,3.63,5.0,pending,15
248,10.7744596,106.6664166,1.25,5.0,pending,15
249,10.7651934,106.665458,5.44,5.0,pending,15
250,10.7694575,106.6733406,11.28,5.0,pending,15
251,10.7671898,106.6740061,9.82,5.0,pending,15
252,10.7675927,106.6737776,5.47,5.0,pending,15
253,10.7688214,106.6771319,0.69,5.0,pending,15
254,10.7732892,106.66704,1.66,5.0,pending,15
255,10.777004,106.6686797,0.78,5.0,pending,15
256,10.765425,106.6668122,1.98,5.0,pending,15
257,10.7645423,106.663019,8.73,5.0,pending,15
258,10.7738759,106.6690318,7.42,5.0,pending,15
259,10.7668204,106.6699381,11.73,5.0,pending,15
260,10.7669209,106.6691129,4.7,5.0,pending,15
261,10.7711155,106.671684,9.86,5.0,pending,15
262,10.76,106.6699875,7.79,5.0,pending,15
263,10.7757199,106.673428,8.36,5.0,pending,15
264,10.7734377,106.6680699,7.88,5.0,pending,15
265,10.7696139,106.6601099,11.6,5.0,pending,15
266,10.7668322,106.6666544,4.29,5.0,pending,15
267,10.7642925,106.660799,3.09,5.0,pending,15
268,10.7670749,106.6614743,6.05,5.0,pending,15
269,10.7694039,106.6615835,12.25,5.0,pending,15
270,10.7658371,106.6457178,11.04,5.0,pending,15
271,10.7621078,106.6471446,8.74,5.0,pending,15
272,10.7634007,106.6486441,10.84,5.0,pending,15
273,10.7642628,106.6473732,8.68,5.0,pending,15
274,10.7631858,106.6455525,11.58,5.0,pending,15
275,10.7660522,106.6465656,5.17,5.0,pending,15
276,10.7576476,106.6469933,11.86,5.0,pending,15
277,10.7638129,106.6506654,4.78,5.0,pending,15
278,10.7698253,106.6559548,9.32,5.0,pending,15
279,10.7631369,106.6504191,5.74,5.0,pending,15
280,10.7673595,106.6421947,0.78,5.0,pending,15
281,10.7585829,106.6412788,8.84,5.0,pending,15
282,10.7652005,106.6458294,3.97,5.0,pending,15
283,10.7691011,106.6466432,12.0,5.0,pending,15
284,10.7694442,106.6499914,10.1,5.0,pending,15
285,10.7718692,106.6406381,1.97,5.0,pending,15
286,10.7680247,106.6467714,9.71,5.0,pending,15
287,10.7661204,106.6499591,4.33,5.0,pending,15
288,10.7628766,106.6445817,11.34,5.0,pending,15
289,10.7698495,106.6495233,7.01,5.0,pending,15
290,10.7685854,106.6527547,4.61,5.0,pending,15
291,10.773,106.6492127,7.23,5.0,pending,15
292,10.7626207,106.6488249,9.16,5.0,pending,15
293,10.7688671,106.6465719,1.85,5.0,pending,15
294,10.7626765,106.6415052,7.93,5.0,pending,15
295,10.7657396,106.6478007,1.92,5.0,pending,15
296,10.763802,106.650335,2.01,5.0,pending,15
297,10.7652872,106.6498439,4.75,5.0,pending,15
298,10.773,106.6517903,8.27,5.0,pending,15
299,10.7655917,106.6483738,8.37,5.0,pending,15
300,10.7636127,106.6485643,0.85,5.0,pending,15
301,10.7619297,106.6483344,7.44,5.0,pending,15
302,10.7594593,106.6514227,4.77,5.0,pending,15
303,10.8088574,106.7069707,5.11,5.0,pending,23
304,10.794919,106.7046135,3.37,5.0,pending,23
305,10.8028785,106.7130017,5.55,5.0,pending,23
306,10.8047135,106.6998883,3.13,5.0,pending,23
307,10.8068627,106.7089537,2.0,5.0,pending,23
308,10.8052105,106.7192749,7.02,5.0,pending,23
309,10.7982342,106.7126287,8.44,5.0,pending,23
310,10.7981596,106.7086419,11.72,5.0,pending,23
311,10.8075926,106.7089324,8.71,5.0,pending,23
312,10.8044848,106.7133192,5.26,5.0,pending,23
313,10.8067742,106.72014,3.56,5.0,pending,23
314,10.8033927,106.7151079,2.27,5.0,pending,23
315,10.8085982,106.712846,0.78,5.0,pending,23
316,10.7950819,106.7178713,3.82,5.0,pending,23
317,10.8013212,106.7179413,6.25,5.0,pending,23
318,10.788,106.7175898,3.67,5.0,pending,23
319,10.8033194,106.710383,4.28,5.0,pending,23
320,10.8050084,106.7160886,11.83,5.0,pending,23
321,10.8042516,106.7144435,7.62,5.0,pending,23
322,10.795918,106.7044446,10.57,5.0,pending,23
323,10.7918519,106.7166712,7.14,5.0,pending,23
324,10.7985941,106.7077009,8.3,5.0,pending,23
325,10.8004781,106.7139415,12.04,5.0,pending,23
326,10.7945583,106.7103922,6.67,5.0,pending,23
327,10.8073146,106.7071009,3.68,5.0,pending,23
328,10.8110579,106.7146407,8.1,5.0,pending,23
329,10.7981083,106.7129264,9.55,5.0,pending,23
330,10.800053,106.7105869,4.31,5.0,pending,23
331,10.7987938,106.7096507,8.39,5.0,pending,23
332,10.8009921,106.7067823,0.64,5.0,pending,23
333,10.7983426,106.7155415,12.24,5.0,pending,23
334,10.7994244,106.720751,6.15,5.0,pending,23
335,10.8039223,106.7085373,12.14,5.0,pending,23
336,10.7956391,106.6830111,8.65,5.0,pending,1
337,10.7974154,106.6849182,10.85,5.0,pending,1
338,10.795739,106.6881256,11.63,5.0,pending,1
339,10.7941441,106.6840793,11.37,5.0,pending,1
340,10.7939178,106.6848111,5.29,5.0,pending,1
341,10.795688,106.685163,12.21,5.0,pending,1
342,10.7988285,106.6887246,11.91,5.0,pending,1
343,10.7999434,106.6814358,3.29,5.0,pending,1
344,10.797813,106.6849144,10.45,5.0,pending,1
345,10.79596,106.6810272,4.62,5.0,pending,1
346,10.8021058,106.6808289,2.91,5.0,pending,1
347,10.7950643,106.686562,4.81,5.0,pending,1
348,10.7962901,106.6827012,8.14,5.0,pending,1
349,10.7987396,106.6901234,7.09,5.0,pending,1
350,10.7946234,106.68559,6.19,5.0,pending,1
351,10.7905702,106.6845654,9.96,5.0,pending,1
352,10.7975569,106.6854053,7.47,5.0,pending,1
353,10.7921788,106.68219,2.75,5.0,pending,1
354,10.795727,106.6845155,8.04,5.0,pending,1
355,10.7970612,106.6861439,2.35,5.0,pending,1
356,10.7954362,106.6816776,11.23,5.0,pending,1
357,10.7988417,106.6878093,11.91,5.0,pending,1
358,10.7962936,106.6863317,10.27,5.0,pending,1
359,10.7978567,106.693,10.52,5.0,pending,1
360,10.7990984,106.6851018,8.93,5.0,pending,1
361,10.791877,106.6823488,10.04,5.0,pending,1
362,10.7956207,106.6840567,8.17,5.0,pending,1
363,10.7950845,106.6857972,1.51,5.0,pending,1
364,10.7950068,106.6881142,4.97,5.0,pending,1
365,10.793873,106.6907262,9.27,5.0,pending,1
366,10.804,106.6834907,2.16,5.0,pending,1
367,10.7939952,106.687818,9.37,5.0,pending,1
368,10.7988845,106.6867694,12.49,5.0,pending,1
369,10.8059115,106.644521,0.72,5.0,pending,28
370,10.7991226,106.6525388,3.11,5.0,pending,28
371,10.8034043,106.6514313,10.68,5.0,pending,28
372,10.801597,106.6436449,7.49,5.0,pending,28
373,10.8006873,106.6566313,7.37,5.0,pending,28
374,10.7997769,106.6543841,11.97,5.0,pending,28
375,10.8001194,106.6542781,5.07,5.0,pending,28
376,10.8088195,106.6464336,12.06,5.0,pending,28
377,10.8047856,106.6417307,6.7,5.0,pending,28
378,10.7971629,106.6498609,8.23,5.0,pending,28
379,10.80479,106.6501251,2.4,5.0,pending,28
380,10.8031963,106.6526845,6.61,5.0,pending,28
381,10.8024988,106.6527615,1.53,5.0,pending,28
382,10.8067283,106.6489311,9.29,5.0,pending,28
383,10.796378,106.6450566,4.5,5.0,pending,15
384,10.7994905,106.6415637,3.64,5.0,pending,28
385,10.8048544,106.6561021,1.0,5.0,pending,28
386,10.7992381,106.6450028,7.61,5.0,pending,28
387,10.809818,106.649675,9.95,5.0,pending,28
388,10.8028433,106.6533839,2.45,5.0,pending,28
389,10.8022757,106.6499195,4.01,5.0,pending,28
390,10.8043305,106.6493641,6.99,5.0,pending,28
391,10.8002261,106.6450081,4.79,5.0,pending,28
392,10.8030247,106.6454859,12.17,5.0,pending,28
393,10.7997476,106.6587308,2.76,5.0,pending,28
394,10.7992152,106.6593985,9.46,5.0,pending,28
395,10.8053233,106.6559136,0.61,5.0,pending,28
396,10.8042682,106.642647,7.77,5.0,pending,28
397,10.8014838,106.6440762,6.26,5.0,pending,28
398,10.7993798,106.6569425,5.57,5.0,pending,28
399,10.8016279,106.6458472,10.25,5.0,pending,28
400,10.8021438,106.65005,11.33,5.0,pending,28
401,10.8049446,106.6553032,12.25,5.0,pending,28
402,10.8297188,106.6609592,12.46,5.0,pending,28
403,10.8276127,106.6716307,2.55,5.0,pending,28
404,10.8463803,106.6632055,6.69,5.0,pending,28
405,10.834221,106.663699,2.66,5.0,pending,28
406,10.8337566,106.6633581,6.97,5.0,pending,28
407,10.8362128,106.6676206,2.47,5.0,pending,28
408,10.8395591,106.6637068,11.15,5.0,pending,28
409,10.8380678,106.6599414,6.68,5.0,pending,28
410,10.8322016,106.6710979,11.09,5.0,pending,28
411,10.8292383,106.6584397,8.22,5.0,pending,28
412,10.8302598,106.6636741,0.52,5.0,pending,28
413,10.8385072,106.6646903,4.99,5.0,pending,28
414,10.8422764,106.6692479,4.92,5.0,pending,28
415,10.8363052,106.6719846,3.09,5.0,pending,28
416,10.8332596,106.6530391,2.35,5.0,pending,28
417,10.8378614,106.6649068,7.82,5.0,pending,28
418,10.8443135,106.6719869,2.02,5.0,pending,28
419,10.8361948,106.6617773,12.32,5.0,pending,28
420,10.8440627,106.6663294,6.31,5.0,pending,28
421,10.845493,106.66397,10.99,5.0,pending,28
422,10.8311653,106.6705064,9.22,5.0,pending,28
423,10.8344752,106.6652528,5.07,5.0,pending,28
424,10.8435134,106.6651257,7.9,5.0,pending,28
425,10.8343797,106.6653043,8.27,5.0,pending,28
426,10.8324009,106.6639732,4.67,5.0,pending,28
427,10.8356854,106.666199,11.41,5.0,pending,28
428,10.8345103,106.6544141,1.95,5.0,pending,28
429,10.8358336,106.677,6.73,5.0,pending,28
430,10.8350206,106.6653981,10.44,5.0,pending,28
431,10.8360984,106.6700062,8.7,5.0,pending,28
432,10.8429825,106.6647568,5.97,5.0,pending,28
433,10.8401637,106.664134,7.52,5.0,pending,28
434,10.8313928,106.6701954,1.49,5.0,pending,28
435,10.8052236,106.7418168,9.85,5.0,pending,23
436,10.8150288,106.7420968,1.55,5.0,pending,23
437,10.7971991,106.7453005,6.44,5.0,pending,23
438,10.7991253,106.736509,4.24,5.0,pending,23
439,10.8099698,106.7371308,9.54,5.0,pending,23
440,10.8054489,106.7378964,3.21,5.0,pending,23
441,10.8123487,106.7385596,4.4,5.0,pending,23
442,10.8087097,106.7352814,6.58,5.0,pending,23
443,10.8119527,106.744665,4.48,5.0,pending,23
444,10.8086113,106.7400967,11.39,5.0,pending,23
445,10.805928,106.7468346,9.19,5.0,pending,23
446,10.8059128,106.735066,10.79,5.0,pending,23
447,10.8054565,106.7355767,5.34,5.0,pending,23
448,10.8064085,106.7327923,2.62,5.0,pending,23
449,10.8065842,106.7442794,10.18,5.0,pending,23
450,10.8100626,106.7438814,3.14,5.0,pending,23
451,10.8056491,106.7449882,8.77,5.0,pending,23
452,10.8076426,106.74442,4.68,5.0,pending,23
453,10.8009082,106.7371799,9.95,5.0,pending,23
454,10.7983838,106.7427289,5.42,5.0,pending,23
455,10.8101318,106.7476141,10.14,5.0,pending,23
456,10.7986709,106.7491043,5.08,5.0,pending,23
457,10.8017067,106.7319755,2.35,5.0,pending,23
458,10.8093635,106.7411924,9.42,5.0,pending,23
459,10.7967399,106.7327825,8.38,5.0,pending,23
460,10.8017441,106.7325841,2.03,5.0,pending,23
461,10.8045594,106.7514802,3.71,5.0,pending,23
462,10.8160679,106.733343,10.53,5.0,pending,23
463,10.8062797,106.7396174,4.34,5.0,pending,23
464,10.7959494,106.7336274,10.59,5.0,pending,23
465,10.8003504,106.7333894,5.83,5.0,pending,23
466,10.8093225,106.7339445,2.24,5.0,pending,23
467,10.8022506,106.7463929,8.02,5.0,pending,23
468,10.8515409,106.7805097,3.31,5.0,pending,30
469,10.8549982,106.7795007,12.17,5.0,pending,30
470,10.8571645,106.773185,7.24,5.0,pending,30
471,10.8663276,106.7706022,1.98,5.0,pending,30
472,10.8567204,106.777353,4.02,5.0,pending,30
473,10.8588789,106.7829476,6.0,5.0,pending,30
474,10.8518653,106.7709905,5.31,5.0,pending,30
475,10.8610902,106.7743211,0.76,5.0,pending,30
476,10.8455427,106.7741573,9.1,5.0,pending,30
477,10.8572354,106.7748702,8.59,5.0,pending,30
478,10.8643339,106.779811,4.54,5.0,pending,30
479,10.8508632,106.7817789,8.65,5.0,pending,30
480,10.8560681,106.7820758,11.57,5.0,pending,30
481,10.8653893,106.7758887,11.4,5.0,pending,30
482,10.8551978,106.7800506,10.67,5.0,pending,30
483,10.8588759,106.7740271,11.93,5.0,pending,30
484,10.8468792,106.765,8.51,5.0,pending,30
485,10.8623217,106.7681713,7.06,5.0,pending,30
486,10.8568411,106.7820907,3.02,5.0,pending,30
487,10.855441,106.7759547,4.73,5.0,pending,30
488,10.8655629,106.7788459,4.47,5.0,pending,30
489,10.843744,106.7798908,11.57,5.0,pending,30
490,10.8579361,106.77765,9.19,5.0,pending,30
491,10.8623134,106.7848026,0.63,5.0,pending,30
492,10.8575145,106.7699831,7.21,5.0,pending,30
493,10.863089,106.7850397,3.53,5.0,pending,30
494,10.8627323,106.7824883,4.51,5.0,pending,30
495,10.8539266,106.7847148,8.23,5.0,pending,30
496,10.8603215,106.7816134,5.48,5.0,pending,30
497,10.8555064,106.7743617,9.84,5.0,pending,30
498,10.8477894,106.7854441,6.21,5.0,pending,30
499,10.8581232,106.775658,11.17,5.0,pending,30
500,10.8532106,106.7706331,4.56,5.0,pending,30
